early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
1,ONL,ORION PROPERTIES INC,RUSSELL2000,Real Estate,81.96,100.0,fresh_bullish_cross,88.8,fresh_above_zero_cross_proxy,74.61,49.17,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
412,BRBR,BELLRING BRANDS INC,RUSSELL2000,Consumer Staples,62.16,82.0,early_transition,47.55,bullish_below_zero_proxy,100.0,55.25,12.61,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
413,MCS,THE MARCUS CORP,RUSSELL2000,Communication,62.16,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,94.35,53.12,10.6,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
414,AVO,MISSION PRODUCE INC,NASDAQ+RUSSELL2000,Consumer Staples,62.13,82.0,early_transition,49.8,bullish_below_zero_proxy,59.96,47.24,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
415,ANF,ABERCROMBIE AND FITCH CLASS A,RUSSELL2000,Consumer Discretionary,62.11,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,60.36,46.32,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
416,SMHI,SEACOR MARINE HOLDINGS INC,RUSSELL2000,Energy,62.1,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,60.35,46.32,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
417,STRT,STRATTEC SECURITY CORP,NASDAQ+RUSSELL2000,Consumer Discretionary,62.08,75.0,confirmed_bullish_trend,63.15,bullish_above_signal_proxy,56.52,45.55,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
418,TFIN,TRIUMPH FINANCIAL INC,RUSSELL2000,Financials,62.07,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,60.25,46.3,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
419,TRMK,TRUSTMARK CORP,NASDAQ+RUSSELL2000,Financials,62.05,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,60.2,46.29,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
420,VLY,VALLEY NATIONAL,NASDAQ+NASDAQ500+RUSSELL2000,Financials,62.04,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,60.17,46.28,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
421,WABC,WESTAMERICA BANCORPORATION,NASDAQ+RUSSELL2000,Financials,62.03,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,60.12,46.27,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
422,PFS,PROVIDENT FINANCIAL SERVICES INC,RUSSELL2000,Financials,62.03,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,60.12,46.27,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
423,CHCT,COMMUNITY HEALTHCARE TRUST INC,RUSSELL2000,Real Estate,62.0,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,60.02,46.25,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
424,FELE,FRANKLIN ELECTRIC INC,NASDAQ+RUSSELL2000,Industrials,61.99,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,60.01,46.25,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
425,OUST,OUSTER INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,61.97,75.0,confirmed_bullish_trend,87.9,fresh_above_zero_cross_proxy,69.95,48.24,10.73,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
426,SEI,SOLARIS OILFIELD INFRASTRUCTURE IN,RUSSELL2000,Energy,61.97,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,59.96,46.24,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
427,PESI,PERMA FIX ENVIRONMENTAL SERVICES I,NASDAQ+RUSSELL2000,Industrials,61.96,85.0,early_transition,60.9,bullish_above_signal_proxy,89.23,52.1,13.34,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,EMA extension 2.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
428,ABUS,ARBUTUS BIOPHARMA CORP,NASDAQ+RUSSELL2000,Health Care,61.95,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,59.43,47.14,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
429,PHR,PHREESIA INC,RUSSELL2000,Health Care,61.95,82.0,early_transition,49.8,bullish_below_zero_proxy,59.44,47.14,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
430,GTY,GETTY REALTY REIT CORP,RUSSELL2000,Real Estate,61.92,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,59.81,46.21,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
431,JOE,ST JOE,RUSSELL2000,Real Estate,61.92,82.0,early_transition,61.8,bullish_above_signal_proxy,50.7,44.39,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
432,PROK,PROKIDNEY CORP CLASS A,NASDAQ+RUSSELL2000,Health Care,61.89,82.0,early_transition,49.8,bullish_below_zero_proxy,59.24,47.1,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
433,GATX,GATX CORP,RUSSELL2000,Industrials,61.89,82.0,early_transition,49.8,bullish_below_zero_proxy,59.71,46.19,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
434,LMND,LEMONADE INC,RUSSELL2000,Financials,61.87,82.0,early_transition,61.8,bullish_above_signal_proxy,50.56,44.36,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
435,GNE,GENIE ENERGY LTD CLASS B,RUSSELL2000,Utilities,61.86,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,59.17,47.08,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
436,NFBK,NORTHFIELD BANCORP INC,NASDAQ+RUSSELL2000,Financials,61.85,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,59.59,46.17,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
437,RFIL,RF INDUSTRIES LTD,NASDAQ+RUSSELL2000,Information Technology,61.85,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,59.58,46.17,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
438,CTKB,CYTEK BIOSCIENCES INC,NASDAQ+RUSSELL2000,Health Care,61.84,82.0,early_transition,49.8,bullish_below_zero_proxy,59.11,47.07,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
439,CMDB,COSTAMARE BULKERS HOLDINGS LTD,RUSSELL2000,Industrials,61.84,72.0,confirmed_bullish_trend,49.8,bullish_below_zero_proxy,68.66,47.98,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
440,JAKK,JAKKS PACIFIC INC,NASDAQ+RUSSELL2000,Consumer Discretionary,61.83,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,59.53,46.16,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
441,SFST,SOUTHERN FIRST BANCSHARES INC,NASDAQ+RUSSELL2000,Financials,61.83,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,59.51,46.15,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
442,GPGI,GPGI INC CLASS A,RUSSELL2000,Information Technology,61.82,82.0,early_transition,59.55,bullish_above_signal_proxy,83.19,50.89,10.26,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
443,WD,WALKER & DUNLOP INC,RUSSELL2000,Financials,61.82,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,59.5,46.15,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
444,BATRA,ATLANTA BRAVES HOLDINGS INC SERIES,NASDAQ+RUSSELL2000,Communication,61.79,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,59.4,46.13,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
445,VIA,VIA TRANSPORTATION INC CLASS A,RUSSELL2000,Information Technology,61.79,82.0,early_transition,59.55,bullish_above_signal_proxy,89.55,52.16,12.39,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
446,HBCP,HOME BANCORP INC,NASDAQ+RUSSELL2000,Financials,61.78,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,59.38,46.13,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
447,WGS,GENEDX HOLDINGS CORP CLASS A,NASDAQ+RUSSELL2000,Health Care,61.78,82.0,early_transition,59.55,bullish_above_signal_proxy,86.61,52.57,11.57,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
448,KYMR,KYMERA THERAPEUTICS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,61.77,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,55.25,13.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
449,PKBK,PARKE BANCORP INC,NASDAQ+RUSSELL2000,Financials,61.76,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,59.31,46.11,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
450,PACS,PACS GROUP INC,RUSSELL2000,Health Care,61.74,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,58.79,47.01,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
451,UNTY,UNITY BANCORP INC,RUSSELL2000,Financials,61.72,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,59.18,46.09,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
452,NVRI,ENVIRI CORP,RUSSELL2000,Industrials,61.71,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,59.16,46.08,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
453,TRS,TRIMAS CORP,NASDAQ+RUSSELL2000,Materials,61.68,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,59.07,46.06,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
454,XPEL,XPEL INC,NASDAQ+RUSSELL2000,Consumer Discretionary,61.67,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,59.03,46.06,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
455,RUSHA,RUSH ENTERPRISES INC CLASS A,NASDAQ+RUSSELL2000,Industrials,61.66,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,59.02,46.05,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
456,FBK,FB FINANCIAL CORP,RUSSELL2000,Financials,61.65,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,58.99,46.05,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
457,RNST,RENASANT CORP,RUSSELL2000,Financials,61.65,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,58.96,46.04,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
458,FCBC,FIRST COMMUNITY BANKSHARES INC,NASDAQ+RUSSELL2000,Financials,61.64,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,58.94,46.04,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
459,ICHR,ICHOR HOLDINGS LTD,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,61.64,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,54.25,12.99,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
460,APEI,AMERICAN PUBLIC EDUCATION INC,NASDAQ+RUSSELL2000,Consumer Discretionary,61.61,82.0,early_transition,49.8,bullish_below_zero_proxy,58.85,46.02,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
461,FNKO,FUNKO INC CLASS A,NASDAQ+RUSSELL2000,Consumer Discretionary,61.58,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,58.75,46.0,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
462,ANRO,ALTO NEUROSCIENCE INC,RUSSELL2000,Health Care,61.57,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,55.25,13.2,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
463,VITL,VITAL FARMS INC,NASDAQ+RUSSELL2000,Consumer Staples,61.55,82.0,early_transition,49.8,bullish_below_zero_proxy,58.21,46.89,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
464,MYRG,MYR GROUP INC,NASDAQ+NASDAQ500+RUSSELL2000,Industrials,61.49,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,58.48,45.95,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
465,BFC,BANK FIRST CORP,NASDAQ+RUSSELL2000,Financials,61.38,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,58.16,45.88,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
466,PLPC,PREFORMED LINE PRODUCTS,NASDAQ+RUSSELL2000,Industrials,61.38,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,58.17,45.88,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
467,GENB,GENERATE BIOMEDICINES INC,NASDAQ+RUSSELL2000,Health Care,61.37,75.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,87.2,52.69,10.08,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
468,UCTT,ULTRA CLEAN HOLDINGS INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,61.33,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,54.25,13.3,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
