early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_prism_rank,signal,risk
580,SEZL,SEZZLE INC,NASDAQ+RUSSELL2000,Financials,56.23,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,100.0,54.25,19.64,2,22,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 4.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
581,ARQT,ARCUTIS BIOTHERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,56.09,75.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,88.27,52.9,15.71,2,48,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; event-level volume; MACD snapshot proxy; double-cross history unavailable
582,RMNI,RIMINI STREET INC,NASDAQ+RUSSELL2000,Information Technology,55.9,75.0,confirmed_bullish_trend,26.35,bearish_proxy,65.68,47.39,0.0,2,237,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
583,LINC,LINCOLN EDUCATIONAL SERVICES CORP,NASDAQ+RUSSELL2000,Consumer Discretionary,55.9,100.0,fresh_bullish_cross,26.35,bearish_proxy,42.96,42.84,0.0,2,1670,EMA: fresh_bullish_cross; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
584,FRD,FRIEDMAN INDUSTRIES INC,NASDAQ+RUSSELL2000,Materials,55.86,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,100.0,54.25,20.0,2,16,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 5.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
585,SRTA,STRATA CRITICAL MEDICAL INC CLASS,NASDAQ+RUSSELL2000,Health Care,55.84,75.0,confirmed_bullish_trend,26.35,bearish_proxy,65.03,48.26,0.0,2,171,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
586,GKOS,GLAUKOS CORP,RUSSELL2000,Health Care,55.84,72.0,confirmed_bullish_trend,49.8,bullish_below_zero_proxy,50.0,45.25,0.0,2,618,EMA: confirmed_bullish_trend; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
587,ICHR,ICHOR HOLDINGS LTD,NASDAQ+RUSSELL2000,Information Technology,55.66,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,84.54,51.16,15.1,2,78,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
588,SLSN,SOLESENCE INC,NASDAQ+RUSSELL2000,Materials,55.65,75.0,confirmed_bullish_trend,63.15,bullish_above_signal_proxy,37.03,41.66,0.0,2,1746,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
589,FLXS,FLEXSTEEL INDUSTRIES INC,NASDAQ+RUSSELL2000,Consumer Discretionary,55.6,75.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,72.61,48.77,10.89,2,145,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
590,EFSI,EAGLE FINANCIAL SERVICES INC,NASDAQ+RUSSELL2000,Financials,55.6,75.0,confirmed_bullish_trend,21.35,fresh_bearish_cross_proxy,68.55,47.96,0.0,2,190,EMA: confirmed_bullish_trend; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
591,VSEC,VSE CORP,NASDAQ+RUSSELL2000,Industrials,55.57,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,78.83,50.02,13.31,2,103,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
592,IRMD,IRADIMED CORP,NASDAQ+RUSSELL2000,Health Care,55.55,85.0,early_transition,26.35,bearish_proxy,55.07,46.26,0.0,2,390,EMA: early_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
593,VRNS,VARONIS SYSTEMS INC,NASDAQ+RUSSELL2000,Information Technology,55.53,75.0,confirmed_bullish_trend,26.35,bearish_proxy,64.55,47.16,0.0,2,265,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
594,CORZ,CORE SCIENTIFIC INC,NASDAQ+RUSSELL2000,Information Technology,55.52,75.0,confirmed_bullish_trend,26.35,bearish_proxy,64.54,47.16,0.0,2,268,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
595,BE,BLOOM ENERGY CLASS A CORP,RUSSELL2000,Industrials,55.5,75.0,confirmed_bullish_trend,87.9,fresh_above_zero_cross_proxy,50.0,44.25,10.62,2,917,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
596,LNTH,LANTHEUS HOLDINGS INC,NASDAQ+RUSSELL2000,Health Care,55.39,75.0,confirmed_bullish_trend,26.35,bearish_proxy,63.68,47.99,0.0,2,187,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
597,TTMI,TTM TECHNOLOGIES INC,NASDAQ+RUSSELL2000,Information Technology,55.36,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,73.97,49.04,11.91,2,133,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
598,HLIT,HARMONIC INC,NASDAQ+RUSSELL2000,Information Technology,55.28,75.0,confirmed_bullish_trend,26.35,bearish_proxy,63.82,47.01,0.0,2,280,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
599,HURA,TUHURA BIOSCIENCES INC,NASDAQ+RUSSELL2000,Health Care,55.25,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,22.77,39.8,0.0,2,1822,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
600,PRCH,PORCH GROUP INC,NASDAQ+RUSSELL2000,Information Technology,55.17,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,79.16,50.08,13.82,2,101,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
601,PAYO,PAYONEER GLOBAL INC,NASDAQ+RUSSELL2000,Financials,55.16,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,54.25,19.46,2,20,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 4.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
602,SNEX,STONEX GROUP INC,NASDAQ+RUSSELL2000,Financials,55.13,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,80.72,50.39,14.37,2,93,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
603,SCSC,SCANSOURCE INC,NASDAQ+RUSSELL2000,Information Technology,55.1,75.0,confirmed_bullish_trend,25.0,bearish_proxy,64.27,47.1,0.0,2,271,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
604,NUTX,NUTEX HEALTH INC,NASDAQ+RUSSELL2000,Health Care,55.04,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,67.58,48.77,10.28,2,146,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
605,AIP,ARTERIS INC,NASDAQ+RUSSELL2000,Information Technology,54.98,75.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,76.06,49.46,12.65,2,119,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
606,FISI,FINANCIAL INSTITUTIONS INC,NASDAQ+RUSSELL2000,Financials,54.97,75.0,confirmed_bullish_trend,25.0,bearish_proxy,63.89,47.03,0.0,2,277,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
607,POWI,POWER INTEGRATIONS INC,NASDAQ+RUSSELL2000,Information Technology,54.96,75.0,confirmed_bullish_trend,26.35,bearish_proxy,62.83,46.82,0.0,2,304,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
608,PDLB,PONCE FINANCIAL GROUP INC,NASDAQ+RUSSELL2000,Financials,54.94,75.0,confirmed_bullish_trend,26.35,bearish_proxy,62.77,46.8,0.0,2,307,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
609,APPS,DIGITAL TURBINE INC,NASDAQ+RUSSELL2000,Information Technology,54.89,35.0,mixed_sideways,25.0,bearish_proxy,100.0,54.25,0.0,2,10,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
610,RDVT,RED VIOLET INC,NASDAQ+RUSSELL2000,Information Technology,54.89,75.0,confirmed_bullish_trend,26.35,bearish_proxy,62.63,46.78,0.0,2,310,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
611,SSTI,SOUNDTHINKING INC,NASDAQ+RUSSELL2000,Information Technology,54.69,75.0,confirmed_bullish_trend,26.35,bearish_proxy,62.01,46.65,0.0,2,329,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
612,CRSR,CORSAIR GAMING INC,NASDAQ+RUSSELL2000,Information Technology,54.56,75.0,confirmed_bullish_trend,26.35,bearish_proxy,61.61,46.57,0.0,2,338,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
613,AIRJ,AIRJOULE TECHNOLOGIES CORP CLASS A,NASDAQ+RUSSELL2000,Industrials,54.55,72.0,confirmed_bullish_trend,25.0,bearish_proxy,65.35,47.32,0.0,2,248,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
614,CAKE,CHEESECAKE FACTORY INC,NASDAQ+RUSSELL2000,Consumer Discretionary,54.47,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,86.38,51.53,15.66,2,67,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
615,APOG,APOGEE ENTERPRISES INC,NASDAQ+RUSSELL2000,Industrials,54.45,75.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,69.08,48.07,10.87,2,182,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
616,ASPI,ASP ISOTOPES INC,NASDAQ+RUSSELL2000,Materials,54.44,72.0,confirmed_bullish_trend,25.0,bearish_proxy,65.02,47.25,0.0,2,252,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
617,TDUP,THREDUP INC CLASS A,NASDAQ+RUSSELL2000,Consumer Discretionary,54.4,75.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,85.08,51.27,16.21,2,76,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
618,PDEX,PRO DEX INC,NASDAQ+RUSSELL2000,Health Care,54.34,72.0,confirmed_bullish_trend,25.0,bearish_proxy,64.26,48.1,0.0,2,179,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
619,NWPX,NWPX INFRASTRUCTURE INC,NASDAQ+RUSSELL2000,Industrials,54.31,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,80.79,50.41,15.21,2,92,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
620,LIND,LINDBLAD EXPEDITIONS HOLDINGS INC,NASDAQ+RUSSELL2000,Consumer Discretionary,54.25,75.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,78.17,49.88,14.07,2,107,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
621,XPEL,XPEL INC,NASDAQ+RUSSELL2000,Consumer Discretionary,54.23,75.0,confirmed_bullish_trend,26.35,bearish_proxy,60.62,46.37,0.0,2,369,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
622,CRMD,CORMEDIX INC,NASDAQ+RUSSELL2000,Health Care,54.19,75.0,confirmed_bullish_trend,25.0,bearish_proxy,61.08,47.47,0.0,2,228,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
623,PKOH,PARK OHIO HOLDINGS CORP,NASDAQ+RUSSELL2000,Industrials,54.11,75.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,69.49,48.15,11.34,2,175,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
624,RICK,RCI HOSPITALITY HOLDINGS INC,NASDAQ+RUSSELL2000,Consumer Discretionary,54.1,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,67.74,47.8,11.11,2,200,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
625,PLXS,PLEXUS CORP,NASDAQ+RUSSELL2000,Information Technology,54.01,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,64.55,47.16,10.16,2,266,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
626,AOUT,AMERICAN OUTDOOR BRANDS INC,NASDAQ+RUSSELL2000,Consumer Discretionary,54.01,75.0,confirmed_bullish_trend,26.35,bearish_proxy,59.96,46.24,0.0,2,393,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
627,DNUT,KRISPY KREME INC,NASDAQ+RUSSELL2000,Consumer Discretionary,53.99,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,69.41,48.13,0.0,2,177,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
628,LQDT,LIQUIDITY SERVICES INC,NASDAQ+RUSSELL2000,Industrials,53.98,75.0,confirmed_bullish_trend,26.35,bearish_proxy,59.86,46.22,0.0,2,395,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
629,CHMG,CHEMUNG FINANCIAL CORP,NASDAQ+RUSSELL2000,Financials,53.93,75.0,confirmed_bullish_trend,25.0,bearish_proxy,60.75,46.4,0.0,2,361,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
630,CFBK,CF BANKSHARES INC,NASDAQ+RUSSELL2000,Financials,53.9,38.0,mixed_sideways,63.15,bullish_above_signal_proxy,65.39,47.33,0.0,2,247,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
631,HUT,HUT CORP,NASDAQ+RUSSELL2000,Information Technology,53.9,75.0,confirmed_bullish_trend,25.0,bearish_proxy,60.63,46.38,0.0,2,367,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
632,WNEB,WESTERN NEW ENGLAND BANCORP INC,NASDAQ+RUSSELL2000,Financials,53.9,75.0,confirmed_bullish_trend,49.8,bullish_below_zero_proxy,50.95,44.44,3.0,2,821,EMA: confirmed_bullish_trend; MACD: bullish_below_zero_proxy,event-level volume; MACD snapshot proxy; double-cross history unavailable
633,KALU,KAISER ALUMINIUM CORP,NASDAQ+RUSSELL2000,Materials,53.85,75.0,confirmed_bullish_trend,26.35,bearish_proxy,59.47,46.14,0.0,2,406,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
634,FEIM,FREQUENCY ELECTRONICS INC,NASDAQ+RUSSELL2000,Information Technology,53.76,75.0,confirmed_bullish_trend,25.0,bearish_proxy,60.22,46.29,0.0,2,386,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
635,ACH,ACCENDRA HEALTH INC,RUSSELL2000,Health Care,53.74,75.0,confirmed_bullish_trend,49.8,bullish_below_zero_proxy,50.0,45.25,3.0,2,582,EMA: confirmed_bullish_trend; MACD: bullish_below_zero_proxy,event-level volume; MACD snapshot proxy; double-cross history unavailable
636,NEXN,NEXXEN INTERNATIONAL LTD,NASDAQ+RUSSELL2000,Communication,53.69,75.0,confirmed_bullish_trend,26.35,bearish_proxy,59.0,46.05,0.0,2,422,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
637,INTA,INTAPP INC,NASDAQ+RUSSELL2000,Information Technology,53.63,85.0,early_transition,26.35,bearish_proxy,49.7,44.19,0.0,2,1536,EMA: early_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
638,GNW,GENWORTH FINANCIAL INC,RUSSELL2000,Financials,53.59,75.0,confirmed_bullish_trend,49.8,bullish_below_zero_proxy,50.0,44.25,3.0,2,1116,EMA: confirmed_bullish_trend; MACD: bullish_below_zero_proxy,event-level volume; MACD snapshot proxy; double-cross history unavailable
639,BULL,WEBULL CORP CLASS A,NASDAQ+RUSSELL2000,Financials,53.59,72.0,confirmed_bullish_trend,49.8,bullish_below_zero_proxy,43.66,42.98,0.0,2,1662,EMA: confirmed_bullish_trend; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
640,CYRX,CRYOPORT INC,NASDAQ+RUSSELL2000,Health Care,53.56,72.0,confirmed_bullish_trend,25.0,bearish_proxy,61.88,47.63,0.0,2,208,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
641,GNE,GENIE ENERGY LTD CLASS B,RUSSELL2000,Utilities,53.54,85.0,early_transition,25.0,bearish_proxy,50.0,45.25,0.0,2,619,EMA: early_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
642,AEVA,AEVA TECHNOLOGIES INC,NASDAQ+RUSSELL2000,Information Technology,53.47,75.0,confirmed_bullish_trend,25.0,bearish_proxy,59.35,46.12,0.0,2,412,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
643,BLND,BLEND LABS INC CLASS A,RUSSELL2000,Information Technology,53.39,85.0,early_transition,25.0,bearish_proxy,50.0,44.25,0.0,2,931,EMA: early_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
644,PRGS,PROGRESS SOFTWARE CORP,NASDAQ+RUSSELL2000,Information Technology,53.34,85.0,early_transition,25.0,bearish_proxy,49.86,44.22,0.0,2,1529,EMA: early_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
645,TEAD,TEADS HOLDING,NASDAQ+RUSSELL2000,Communication,53.32,75.0,confirmed_bullish_trend,25.0,bearish_proxy,58.89,46.03,0.0,2,425,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
646,TGTX,TG THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,53.29,75.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,88.73,53.0,18.67,2,46,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 4.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
647,ACLS,AXCELIS TECHNOLOGIES INC,NASDAQ+RUSSELL2000,Information Technology,53.29,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,65.87,47.42,10.07,2,233,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
648,RIOT,RIOT PLATFORMS INC,NASDAQ+RUSSELL2000,Information Technology,53.27,72.0,confirmed_bullish_trend,25.0,bearish_proxy,61.47,46.54,0.0,2,341,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
649,OM,OUTSET MEDICAL INC,NASDAQ+RUSSELL2000,Health Care,53.27,100.0,fresh_bullish_cross,25.0,bearish_proxy,44.63,44.18,3.0,2,1539,EMA: fresh_bullish_cross; MACD: bearish_proxy,event-level volume; MACD snapshot proxy; double-cross history unavailable
650,HLIO,HELIOS TECHNOLOGIES INC,RUSSELL2000,Industrials,53.24,75.0,confirmed_bullish_trend,87.9,fresh_above_zero_cross_proxy,50.0,44.25,12.87,2,1138,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
651,DGII,DIGI INTERNATIONAL INC,NASDAQ+RUSSELL2000,Information Technology,53.13,75.0,confirmed_bullish_trend,26.35,bearish_proxy,57.28,45.71,0.0,2,487,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
652,EWTX,EDGEWISE THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,53.12,72.0,confirmed_bullish_trend,25.0,bearish_proxy,60.56,47.36,0.0,2,242,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
