early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
1,MMED,MINIMED INC,NASDAQ+RUSSELL2000,Health Care,80.03,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,93.76,54.0,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
274,ALEC,ALECTOR INC,NASDAQ+RUSSELL2000,Health Care,64.28,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,50.13,45.28,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
275,XMAX,XMAX INC,NASDAQ+RUSSELL2000,Consumer Discretionary,64.27,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,66.92,47.63,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
276,NVCT,NUVECTIS PHARMA INC,NASDAQ+RUSSELL2000,Health Care,64.24,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,100.0,55.25,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
277,IRTC,IRHYTHM HOLDINGS INC,NASDAQ+RUSSELL2000,Health Care,64.23,82.0,early_transition,49.8,bullish_below_zero_proxy,66.33,48.52,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
278,QCRH,QCR HOLDINGS INC,NASDAQ+RUSSELL2000,Financials,64.23,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,66.8,47.61,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
279,CRNX,CRINETICS PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,64.2,82.0,early_transition,49.8,bullish_below_zero_proxy,66.25,48.5,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
280,CWK,CUSHMAN AND WAKEFIELD LTD,RUSSELL2000,Real Estate,64.2,82.0,early_transition,49.8,bullish_below_zero_proxy,66.69,47.59,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
281,BLBD,BLUE BIRD CORP,NASDAQ+RUSSELL2000,Industrials,64.19,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,66.67,47.58,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
282,XRAY,DENTSPLY SIRONA INC,NASDAQ+RUSSELL2000,Health Care,64.19,82.0,early_transition,49.8,bullish_below_zero_proxy,66.23,48.5,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
283,PLX,PROTALIX BIOTHERAPEUTICS INC,RUSSELL2000,Health Care,64.19,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,66.21,48.49,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
284,FCCO,FIRST COMMUNITY CORP,NASDAQ+RUSSELL2000,Financials,64.16,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,66.58,47.57,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
285,LUCD,LUCID DIAGNOSTICS INC,NASDAQ+RUSSELL2000,Health Care,64.13,82.0,early_transition,49.8,bullish_below_zero_proxy,66.03,48.46,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
286,GFF,GRIFFON CORP,RUSSELL2000,Industrials,64.13,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,66.5,47.55,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
287,RLGT,RADIANT LOGISTIC INC,RUSSELL2000,Industrials,64.13,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,66.51,47.55,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
288,ARLO,ARLO TECHNOLOGIES INC,RUSSELL2000,Information Technology,64.12,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,50.09,44.27,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
289,ANNX,ANNEXON INC,NASDAQ+RUSSELL2000,Health Care,64.11,82.0,early_transition,49.8,bullish_below_zero_proxy,65.96,48.44,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
290,RUSHA,RUSH ENTERPRISES INC CLASS A,NASDAQ+RUSSELL2000,Industrials,64.11,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,66.42,47.53,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
291,FLO,FLOWERS FOODS INC,RUSSELL2000,Consumer Staples,64.1,82.0,early_transition,49.8,bullish_below_zero_proxy,65.95,48.44,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
292,DV,DOUBLEVERIFY HOLDINGS INC,RUSSELL2000,Communication,64.09,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,66.38,47.53,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
293,LEGH,LEGACY HOUSING CORP,NASDAQ+RUSSELL2000,Consumer Discretionary,64.08,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,66.33,47.52,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
294,TCBX,THIRD COAST BANCSHARES INC,RUSSELL2000,Financials,64.08,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,66.33,47.52,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
295,BATRK,ATLANTA BRAVES HOLDINGS INC SERIES,NASDAQ+RUSSELL2000,Communication,64.05,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,66.24,47.5,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
296,PSTL,POSTAL REALTY TRUST INC CLASS A,RUSSELL2000,Real Estate,64.05,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,66.25,47.5,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
297,FXNC,FIRST NATIONAL CORP,NASDAQ+RUSSELL2000,Financials,64.04,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,66.21,47.49,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
298,NBHC,NATIONAL BANK HOLDINGS CORP CLASS,RUSSELL2000,Financials,64.03,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,66.18,47.49,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
299,HOMB,HOME BANCSHARES INC,RUSSELL2000,Financials,63.96,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,65.96,47.44,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
300,BLND,BLEND LABS INC CLASS A,RUSSELL2000,Information Technology,63.95,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,45.48,43.35,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
301,PINE,ALPINE INCOME PROPERTY TRUST INC,RUSSELL2000,Real Estate,63.94,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,65.91,47.43,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
302,JBI,JANUS INTERNATIONAL GROUP INC,RUSSELL2000,Industrials,63.93,82.0,early_transition,61.8,bullish_above_signal_proxy,56.81,45.61,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
303,WGO,WINNEBAGO INDUSTRIES INC,RUSSELL2000,Consumer Discretionary,63.92,82.0,early_transition,49.8,bullish_below_zero_proxy,65.86,47.42,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
304,BSRR,SIERRA BANCORP,NASDAQ+RUSSELL2000,Financials,63.86,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,65.69,47.39,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
305,IBOC,INTERNATIONAL BANCSHARES CORP,NASDAQ+RUSSELL2000,Financials,63.84,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,65.6,47.37,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
306,DNTH,DIANTHUS THERAPEUTICS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,63.82,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,65.09,48.27,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
307,OII,OCEANEERING INTERNATIONAL INC,RUSSELL2000,Energy,63.82,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,65.56,47.36,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
308,STC,STEWART INFO SERVICES CORP,RUSSELL2000,Financials,63.82,82.0,early_transition,49.8,bullish_below_zero_proxy,65.56,47.36,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
309,WAY,WAYSTAR HOLDING CORP,NASDAQ+RUSSELL2000,Health Care,63.8,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,48.66,44.98,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
310,OBK,ORIGIN BANCORP INC,RUSSELL2000,Financials,63.79,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,65.45,47.34,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
311,XPEL,XPEL INC,NASDAQ+RUSSELL2000,Consumer Discretionary,63.75,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,65.35,47.32,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
312,OFLX,OMEGA FLEX INC,NASDAQ+RUSSELL2000,Industrials,63.74,82.0,early_transition,61.8,bullish_above_signal_proxy,56.22,45.49,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
313,DIN,DINE BRANDS GLOBAL INC,RUSSELL2000,Consumer Discretionary,63.71,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,65.23,47.3,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
314,ERII,ENERGY RECOVERY INC,NASDAQ+RUSSELL2000,Industrials,63.67,82.0,early_transition,49.8,bullish_below_zero_proxy,65.09,47.27,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
315,WINA,WINMARK CORP,NASDAQ+RUSSELL2000,Consumer Discretionary,63.67,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,65.09,47.27,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
316,BCPC,BALCHEM CORP,NASDAQ+RUSSELL2000,Materials,63.65,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,65.04,47.26,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
317,SFNC,SIMMONS FIRST NATIONAL CORP CLASS,NASDAQ+RUSSELL2000,Financials,63.63,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,64.98,47.25,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
318,EGBN,EAGLE BANCORP INC,NASDAQ+RUSSELL2000,Financials,63.62,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,64.95,47.24,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
319,AGX,ARGAN INC,RUSSELL2000,Industrials,63.58,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,64.83,47.22,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
320,CSW,CSW INDUSTRIALS INC,RUSSELL2000,Industrials,63.58,82.0,early_transition,61.8,bullish_above_signal_proxy,55.74,45.4,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
321,LMRI,LUMEXA IMAGING HOLDINGS INC,NASDAQ+RUSSELL2000,Health Care,63.54,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,55.25,11.23,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
322,BFLY,BUTTERFLY NETWORK INC CLASS A,RUSSELL2000,Health Care,63.53,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,55.25,11.25,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
323,BRBR,BELLRING BRANDS INC,RUSSELL2000,Consumer Staples,63.53,82.0,early_transition,59.55,bullish_above_signal_proxy,100.0,55.25,14.24,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,EMA extension 3.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
324,LXP,LXP INDUSTRIAL TRUST,RUSSELL2000,Real Estate,63.53,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,64.69,47.19,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
325,INDB,INDEPENDENT BANK CORP,NASDAQ+RUSSELL2000,Financials,63.51,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,64.61,47.17,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
326,SXT,SENSIENT TECHNOLOGIES CORP,RUSSELL2000,Materials,63.51,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,64.62,47.17,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
327,LMNR,LIMONEIRA,NASDAQ+RUSSELL2000,Consumer Staples,63.5,82.0,early_transition,61.8,bullish_above_signal_proxy,55.05,46.26,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
328,YOU,CLEAR SECURE INC CLASS A,RUSSELL2000,Information Technology,63.5,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,48.21,43.89,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
329,ABUS,ARBUTUS BIOPHARMA CORP,NASDAQ+RUSSELL2000,Health Care,63.49,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,64.1,48.07,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
330,HLF,HERBALIFE LTD,RUSSELL2000,Consumer Staples,63.48,82.0,early_transition,49.8,bullish_below_zero_proxy,64.06,48.06,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
331,OCUL,OCULAR THERAPEUTIX INC,NASDAQ+RUSSELL2000,Health Care,63.47,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,64.03,48.06,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
332,DFH,DREAM FINDERS HOMES INC CLASS A,RUSSELL2000,Consumer Discretionary,63.45,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,64.45,47.14,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
