early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
1,DMRA,DAMORA THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,75.34,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,100.0,55.25,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
448,LXP,LXP INDUSTRIAL TRUST,RUSSELL2000,Real Estate,55.89,72.0,confirmed_bullish_trend,86.55,fresh_above_zero_cross_proxy,56.49,45.55,11.13,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
449,FLYW,FLYWIRE CORP,NASDAQ+RUSSELL2000,Financials,55.78,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,74.11,49.07,10.3,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
450,PARR,PAR PACIFIC HOLDINGS INC,RUSSELL2000,Energy,55.74,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,94.17,53.08,16.96,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
451,FFIN,FIRST FINANCIAL BANKSHARES INC,NASDAQ+RUSSELL2000,Financials,55.73,72.0,confirmed_bullish_trend,86.55,fresh_above_zero_cross_proxy,56.75,45.6,11.38,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
452,WLY,JOHN WILEY AND SONS INC CLASS A,RUSSELL2000,Communication,55.73,72.0,confirmed_bullish_trend,25.0,bearish_proxy,68.91,48.03,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
453,ASAN,ASANA INC CLASS A,RUSSELL2000,Information Technology,55.71,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,40.97,42.44,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
454,GBCI,GLACIER BANCORP INC,RUSSELL2000,Financials,55.71,72.0,confirmed_bullish_trend,86.55,fresh_above_zero_cross_proxy,59.28,46.11,12.23,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
455,LZ,LEGALZOOM COM INC,NASDAQ+RUSSELL2000,Industrials,55.68,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,86.75,51.6,14.58,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
456,CFFN,CAPITOL FEDERAL FINANCIAL INC,NASDAQ+RUSSELL2000,Financials,55.67,72.0,confirmed_bullish_trend,86.55,fresh_above_zero_cross_proxy,56.3,45.51,11.29,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
457,INDB,INDEPENDENT BANK CORP,NASDAQ+RUSSELL2000,Financials,55.64,72.0,confirmed_bullish_trend,86.55,fresh_above_zero_cross_proxy,54.41,45.13,10.69,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
458,SFNC,SIMMONS FIRST NATIONAL CORP CLASS,NASDAQ+RUSSELL2000,Financials,55.6,72.0,confirmed_bullish_trend,86.55,fresh_above_zero_cross_proxy,56.5,45.55,11.42,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
459,SIBN,SI BONE INC,NASDAQ+RUSSELL2000,Health Care,55.59,72.0,confirmed_bullish_trend,25.0,bearish_proxy,68.04,48.86,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
460,ETON,ETON PHARMACEUTCIALS INC,NASDAQ+RUSSELL2000,Health Care,55.56,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,75.05,50.26,10.98,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
461,ALT,ALTIMMUNE INC,NASDAQ+RUSSELL2000,Health Care,55.55,82.0,early_transition,25.0,bearish_proxy,58.83,47.02,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
462,UBSI,UNITED BANKSHARES INC,RUSSELL2000,Financials,55.53,72.0,confirmed_bullish_trend,86.55,fresh_above_zero_cross_proxy,56.21,45.49,11.39,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
463,FENC,FENNEC PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,55.48,72.0,confirmed_bullish_trend,25.0,bearish_proxy,67.7,48.79,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
464,DOMO,DOMO INC CLASS B,NASDAQ+RUSSELL2000,Information Technology,55.42,82.0,early_transition,61.8,bullish_above_signal_proxy,31.02,40.45,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
465,OCGN,OCUGEN INC,NASDAQ+RUSSELL2000,Health Care,55.4,82.0,early_transition,25.0,bearish_proxy,58.37,46.92,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
466,FFBC,FIRST FINANCIAL BANCORP,NASDAQ+RUSSELL2000,Financials,55.38,72.0,confirmed_bullish_trend,86.55,fresh_above_zero_cross_proxy,63.34,46.92,13.9,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,EMA extension 3.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
467,HTLD,HEARTLAND EXPRESS INC,NASDAQ+RUSSELL2000,Industrials,55.36,100.0,fresh_bullish_cross,25.0,bearish_proxy,42.33,42.72,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
468,BBNX,BETA BIONICS INC,NASDAQ+RUSSELL2000,Health Care,55.35,72.0,confirmed_bullish_trend,25.0,bearish_proxy,67.31,48.71,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
469,SI,SHOULDER INNOVATIONS INC,RUSSELL2000,Health Care,55.34,72.0,confirmed_bullish_trend,25.0,bearish_proxy,67.27,48.7,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
470,YEXT,YEXT INC,RUSSELL2000,Information Technology,55.25,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,88.5,51.95,15.58,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
471,NMRA,NEUMORA THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,55.24,15.0,bearish_transition,49.8,bullish_below_zero_proxy,100.0,55.25,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
472,ANGO,ANGIODYNAMICS INC,NASDAQ+RUSSELL2000,Health Care,55.22,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,89.1,53.07,15.96,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
473,CLMT,CALUMET INC,NASDAQ+RUSSELL2000,Energy,55.2,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,76.87,49.62,11.8,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
474,SBGI,SINCLAIR INC CLASS A,NASDAQ+RUSSELL2000,Communication,55.19,82.0,early_transition,25.0,bearish_proxy,58.18,45.89,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
475,IIIN,INSTEEL INDUSTRIES INC,RUSSELL2000,Industrials,55.19,72.0,confirmed_bullish_trend,86.55,fresh_above_zero_cross_proxy,56.91,45.63,11.96,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
476,RELY,REMITLY GLOBAL INC,NASDAQ+NASDAQ500+RUSSELL2000,Financials,55.18,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,79.48,50.15,12.67,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
477,YELP,YELP INC,RUSSELL2000,Communication,55.14,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,71.65,48.58,10.13,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
478,MYE,MYERS INDUSTRIES INC,RUSSELL2000,Materials,55.06,72.0,confirmed_bullish_trend,25.0,bearish_proxy,66.9,47.63,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
479,ALRS,ALERUS FINANCIAL CORP,NASDAQ+RUSSELL2000,Financials,55.05,72.0,confirmed_bullish_trend,86.55,fresh_above_zero_cross_proxy,56.53,45.56,11.98,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
480,RGNX,REGENXBIO INC,NASDAQ+RUSSELL2000,Health Care,55.04,35.0,mixed_sideways,25.0,bearish_proxy,100.0,55.25,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
481,RH,RH,RUSSELL2000,Consumer Discretionary,55.03,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,81.39,50.53,13.46,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.9 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
482,XRAY,DENTSPLY SIRONA INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,54.97,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,90.87,53.42,16.79,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
483,RYZ,RYERSON HOLDING CORP,RUSSELL2000,Materials,54.97,72.0,confirmed_bullish_trend,49.8,bullish_below_zero_proxy,47.81,43.81,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
484,PECO,PHILLIPS EDISON AND COMPANY INC,NASDAQ+RUSSELL2000,Real Estate,54.95,72.0,confirmed_bullish_trend,86.55,fresh_above_zero_cross_proxy,51.08,44.47,10.28,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
485,NXDT,NEXPOINT DIVERSIFIED REAL ESTATE T,RUSSELL2000,Real Estate,54.95,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,76.26,49.5,11.84,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
486,CXDO,CREXENDO INC,NASDAQ+RUSSELL2000,Information Technology,54.91,82.0,early_transition,49.8,bullish_below_zero_proxy,38.54,41.96,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
487,BLZE,BACKBLAZE INC CLASS A,NASDAQ+RUSSELL2000,Information Technology,54.89,35.0,mixed_sideways,25.0,bearish_proxy,100.0,54.25,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
488,NEXN,NEXXEN INTERNATIONAL LTD,NASDAQ+RUSSELL2000,Communication,54.88,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,74.28,49.11,11.26,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
489,APC,ARKO PETROLEUM CORP CLASS A,NASDAQ+RUSSELL2000,Consumer Discretionary,54.87,72.0,confirmed_bullish_trend,49.8,bullish_below_zero_proxy,47.52,43.75,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
490,BAND,BANDWIDTH INC CLASS A,NASDAQ+NASDAQ500+RUSSELL2000,Communication,54.87,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,72.06,48.66,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
491,SLDE,SLIDE INSURANCE HOLDINGS INC,NASDAQ+RUSSELL2000,Financials,54.85,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,72.02,48.65,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
492,RMAX,RE MAX HOLDINGS INC CLASS A,RUSSELL2000,Real Estate,54.84,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,74.95,49.24,11.52,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
493,ASMB,ASSEMBLY BIOSCIENCES INC,NASDAQ+RUSSELL2000,Health Care,54.8,82.0,early_transition,20.0,fresh_bearish_cross_proxy,60.35,47.32,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
494,CRNX,CRINETICS PHARMACEUTICALS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,54.77,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,55.25,20.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 8.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
495,FBRX,FORTE BIOSCIENCES INC,NASDAQ+RUSSELL2000,Health Care,54.77,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,55.25,20.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 4.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
496,CVLT,COMMVAULT SYSTEMS INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,54.75,72.0,confirmed_bullish_trend,25.0,bearish_proxy,65.94,47.44,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
497,FLXS,FLEXSTEEL INDUSTRIES INC,NASDAQ+RUSSELL2000,Consumer Discretionary,54.75,72.0,confirmed_bullish_trend,25.0,bearish_proxy,65.94,47.44,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
498,MLYS,MINERALYS THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,54.73,82.0,early_transition,20.0,fresh_bearish_cross_proxy,60.13,47.28,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
499,PRAA,PRA GROUP INC,NASDAQ+RUSSELL2000,Financials,54.71,72.0,confirmed_bullish_trend,25.0,bearish_proxy,65.82,47.41,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
500,CARS,CARS.COM INC,RUSSELL2000,Communication,54.71,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,76.44,49.54,12.14,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
501,PAL,PROFICIENT AUTO LOGISTICS INC,NASDAQ+RUSSELL2000,Industrials,54.67,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,37.82,41.81,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
502,ATAI,ATAIBECKLEY INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,54.63,75.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,55.25,21.04,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 4.0 ATR; MACD setup extended; event-level volume; MACD snapshot proxy; double-cross history unavailable
503,DFTX,DEFINIUM THERAPEUTICS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,54.62,72.0,confirmed_bullish_trend,22.75,bearish_proxy,100.0,55.25,10.95,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
