early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
1,OPTU,OPTIMUM COMMUNICATIONS INC CLASS A,RUSSELL2000,Communication,79.42,85.0,early_transition,63.15,bullish_above_signal_proxy,100.0,54.25,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
286,BATRK,ATLANTA BRAVES HOLDINGS INC SERIES,NASDAQ+RUSSELL2000,Communication,63.36,75.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,61.44,46.54,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
287,KTB,KONTOOR BRANDS INC,RUSSELL2000,Consumer Discretionary,63.36,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,64.17,47.08,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
288,EPAC,ENERPAC TOOL GROUP CORP CLASS A,RUSSELL2000,Industrials,63.32,82.0,early_transition,61.8,bullish_above_signal_proxy,54.96,45.24,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
289,OBT,ORANGE COUNTY BANCORP INC,NASDAQ+RUSSELL2000,Financials,63.31,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,64.02,47.05,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
290,GEF,GREIF INC CLASS A,RUSSELL2000,Materials,63.29,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,63.96,47.04,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
291,DCTH,DELCATH SYS INC,NASDAQ+RUSSELL2000,Health Care,63.28,75.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,60.74,47.4,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
292,SMPL,THE SIMPLY GOOD FOODS COMPANY,NASDAQ+RUSSELL2000,Consumer Staples,63.23,82.0,early_transition,61.8,bullish_above_signal_proxy,54.23,46.1,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
293,FRBA,FIRST BANK,NASDAQ+RUSSELL2000,Financials,63.22,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,63.73,47.0,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
294,AGX,ARGAN INC,RUSSELL2000,Industrials,63.21,75.0,confirmed_bullish_trend,63.15,bullish_above_signal_proxy,59.95,46.24,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
295,MGRC,MCGRATH RENT,NASDAQ+RUSSELL2000,Industrials,63.2,75.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,60.96,46.44,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
296,SFBS,SERVISFIRST BANCSHARES INC,RUSSELL2000,Financials,63.18,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,63.61,46.97,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
297,POR,PORTLAND GENERAL ELECTRIC,RUSSELL2000,Utilities,63.09,82.0,early_transition,61.8,bullish_above_signal_proxy,53.8,46.01,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
298,MYRG,MYR GROUP INC,NASDAQ+NASDAQ500+RUSSELL2000,Industrials,63.07,75.0,confirmed_bullish_trend,63.15,bullish_above_signal_proxy,59.54,46.16,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
299,TPC,TUTOR PERINI CORP,RUSSELL2000,Industrials,63.03,85.0,early_transition,49.8,bullish_below_zero_proxy,60.45,46.34,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
300,MGNI,MAGNITE INC,NASDAQ+NASDAQ500+RUSSELL2000,Communication,63.01,75.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,54.25,12.51,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
301,SMBC,SOUTHERN MISSOURI BANCORP INC,NASDAQ+RUSSELL2000,Financials,63.0,75.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,60.36,46.32,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
302,WABC,WESTAMERICA BANCORPORATION,NASDAQ+RUSSELL2000,Financials,62.99,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,63.04,46.86,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
303,TILE,INTERFACE INC,NASDAQ+RUSSELL2000,Industrials,62.98,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,63.0,46.85,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
304,AMSF,AMERISAFE INC,NASDAQ+RUSSELL2000,Financials,62.97,82.0,early_transition,61.8,bullish_above_signal_proxy,53.89,45.03,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
305,PAL,PROFICIENT AUTO LOGISTICS INC,NASDAQ+RUSSELL2000,Industrials,62.97,38.0,mixed_sideways,63.15,bullish_above_signal_proxy,92.86,52.82,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
306,FOR,FORESTAR GROUP INC,RUSSELL2000,Real Estate,62.97,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,62.98,46.85,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
307,ROAD,CONSTRUCTION PARTNERS INC CLASS A,NASDAQ+NASDAQ500+RUSSELL2000,Industrials,62.94,82.0,early_transition,49.8,bullish_below_zero_proxy,62.88,46.83,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
308,IPAR,INTERPARFUMS INC,NASDAQ+RUSSELL2000,Consumer Staples,62.93,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,62.4,47.73,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
309,TWST,TWIST BIOSCIENCE CORP,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,62.91,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,99.61,55.17,11.73,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
310,WEYS,WEYCO GROUP INC,NASDAQ+RUSSELL2000,Consumer Discretionary,62.91,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,62.79,46.81,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
311,ACEL,ACCEL ENTERTAINMENT INC CLASS A,RUSSELL2000,Consumer Discretionary,62.91,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,62.8,46.81,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
312,BFST,BUSINESS FIRST BANCSHARES INC,NASDAQ+RUSSELL2000,Financials,62.88,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,62.72,46.79,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
313,NBHC,NATIONAL BANK HOLDINGS CORP CLASS,RUSSELL2000,Financials,62.87,75.0,confirmed_bullish_trend,63.15,bullish_above_signal_proxy,58.92,46.03,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
314,CCNE,CNB FINANCIAL CORP,NASDAQ+RUSSELL2000,Financials,62.83,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,62.55,46.76,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
315,ARHS,ARHAUS INC CLASS A,NASDAQ+RUSSELL2000,Consumer Discretionary,62.79,82.0,early_transition,61.8,bullish_above_signal_proxy,53.35,44.92,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
316,CBFV,CB FINANCIAL SERVICES INC,NASDAQ+RUSSELL2000,Financials,62.79,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,62.43,46.74,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
317,PLBC,PLUMAS BANCORP,NASDAQ+RUSSELL2000,Financials,62.78,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,62.4,46.73,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
318,AXGN,AXOGEN INC,NASDAQ+RUSSELL2000,Health Care,62.77,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,61.92,47.63,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
319,CRSP,CRISPR THERAPEUTICS AG,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,62.76,75.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,59.16,47.08,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
320,FRST,PRIMIS FINANCIAL CORP,NASDAQ+RUSSELL2000,Financials,62.74,75.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,59.55,46.16,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
321,MMSI,MERIT MEDICAL SYSTEMS INC,NASDAQ+RUSSELL2000,Health Care,62.74,85.0,early_transition,61.8,bullish_above_signal_proxy,50.0,45.25,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
322,PLPC,PREFORMED LINE PRODUCTS,NASDAQ+RUSSELL2000,Industrials,62.74,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,62.27,46.7,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
323,FCCO,FIRST COMMUNITY CORP,NASDAQ+RUSSELL2000,Financials,62.73,75.0,confirmed_bullish_trend,63.15,bullish_above_signal_proxy,58.5,45.95,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
324,BSET,BASSETT FURNITURE INDUSTRIES INC,NASDAQ+RUSSELL2000,Consumer Discretionary,62.72,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,62.21,46.69,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
325,QCRH,QCR HOLDINGS INC,NASDAQ+RUSSELL2000,Financials,62.7,75.0,confirmed_bullish_trend,63.15,bullish_above_signal_proxy,58.4,45.93,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
326,AGM,FEDERAL AGRICULTURAL MORTGAGE NON,RUSSELL2000,Financials,62.7,75.0,confirmed_bullish_trend,63.15,bullish_above_signal_proxy,58.41,45.93,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
327,FELE,FRANKLIN ELECTRIC INC,NASDAQ+RUSSELL2000,Industrials,62.69,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,62.14,46.68,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
328,MDXG,MIMEDX GROUP INC,NASDAQ+RUSSELL2000,Health Care,62.69,82.0,early_transition,61.8,bullish_above_signal_proxy,52.57,45.76,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
329,WDFC,WD-40,NASDAQ+RUSSELL2000,Consumer Staples,62.69,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,61.67,47.58,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
330,JBLU,JETBLUE AIRWAYS CORP,NASDAQ+NASDAQ500+RUSSELL2000,Industrials,62.67,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,62.08,46.67,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
331,CBNK,CAPITAL BANCORP INC,NASDAQ+RUSSELL2000,Financials,62.59,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,61.83,46.62,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
332,SLDB,SOLID BIOSCIENCES INC,NASDAQ+RUSSELL2000,Health Care,62.55,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,55.25,12.22,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
333,RVLV,REVOLVE GROUP CLASS A INC,RUSSELL2000,Consumer Discretionary,62.55,82.0,early_transition,49.8,bullish_below_zero_proxy,61.71,46.59,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
334,BBCP,CONCRETE PUMPING HOLDINGS INC,NASDAQ+RUSSELL2000,Industrials,62.52,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,54.25,12.1,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
335,UMBF,UMB FINANCIAL CORP,NASDAQ+NASDAQ500+RUSSELL2000,Financials,62.52,75.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,58.88,46.03,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
336,COSO,COASTALSOUTH BANCSHARES INC,RUSSELL2000,Financials,62.52,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,61.61,46.57,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
337,HGV,HILTON GRAND VACATIONS INC,RUSSELL2000,Consumer Discretionary,62.52,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,61.61,46.57,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
338,MCB,METROPOLITAN BANK HOLDING CORP,RUSSELL2000,Financials,62.52,75.0,confirmed_bullish_trend,63.15,bullish_above_signal_proxy,57.87,45.82,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
339,IRON,DISC MEDICINE INC,NASDAQ+RUSSELL2000,Health Care,62.51,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,61.13,47.48,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
340,BSVN,BANK7 CORP,NASDAQ+RUSSELL2000,Financials,62.5,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,61.54,46.56,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
341,ACAD,ACADIA PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,62.48,85.0,early_transition,49.8,bullish_below_zero_proxy,58.31,46.91,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
342,HWC,HANCOCK WHITNEY CORP,NASDAQ+RUSSELL2000,Financials,62.47,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,61.46,46.54,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
343,ACVA,ACV AUCTIONS INC CLASS A,RUSSELL2000,Industrials,62.46,75.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,58.7,45.99,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
